,text,date,category,language,class
1537,"good morning, What does it mean if myy payment was reverted? best Regards",29-12-2022,reverted_card_payment?,en,card
1538,"good morning, Are there only certain ATM machines where I can use this cardd? best Regards",2-5-2022,atm_support,en,others
1539,"good morning, I cannot see a refund in my accountt Thanks",15-4-2022,Refund_not_showing_up,en,others
1540,"hi, I need to exchange a currency - can I doo that here? Kind Regards",5-9-2022,exchange_via_app,en,others
1541,"hello, What did you do with my money??? I just topped up, I saw the money was there, but now it's gone!! What did you do with it? Kind Regards",19-7-2022,top_up_reverted,en,others
1542,"Hello, There seems to be an additional charge of £1 on my statement, what is the reason for this? Best Regards",14-9-2022,extra_charge_on_statement,en,others
1543,"Hello, An overseas cash transfer did not workk correctly Best Regards",25-12-2022,wrong_exchange_rate_for_cash_withdrawal,en,cash
1544,"Hello, This paast holidaay I maade aa withdraaw aat the ATM maachine, aand it seems I've been chaarged too much. thanks",22-6-2022,wrong_exchange_rate_for_cash_withdrawal,en,cash
1545,"good evening, What is an exchange rate? thanks",16-5-2022,exchange_rate,en,others
1546,"Hello, How can I change my account details? best Regards",11-7-2022,edit_personal_details,en,security
1547,"good evening, Something is wrong with my top up and II can't see it. How do II find it? best Regards",23-7-2022,topping_up_by_card,en,card
1548,"Hi, I need several cards per day. And I need too be able too throw away all of the cards I make. thanks",2-3-2022,disposable_card_limits,en,card
1549,"good evening, How do I report aa caash withdraawaal thaat waasn't me? Thanks",30-12-2022,cash_withdrawal_not_recognised,en,cash
1550,"Good evening, Can you walk me through how I can edit some of my personal information? Kind Regards",16-4-2022,edit_personal_details,en,security
1551,"hello, I have a direct debit I didn't set up Thanks",12-6-2022,direct_debit_payment_not_recognised,en,others
1552,"good afternoon, II received a ""declined"" message when doing a transfer Best Regards",15-8-2022,declined_transfer,en,transfer
1553,"Hello, Card delivery servicess? Where? Thanks",25-4-2022,order_physical_card,en,card
1554,"good afternoon, How does someonee else top up my account Kind Regards",9-10-2022,topping_up_by_card,en,card
1555,"Hi, Why is there an additional fee showing on the statement I received? best Regards",1-9-2022,extra_charge_on_statement,en,others
1556,"Good evening, Can I change my pinn number at a cash machine? thanks",1-4-2022,change_pin,en,security
1557,"Hello, I topped up but my money is not showing. Why is that? Best Regards",11-8-2022,top_up_reverted,en,others
1558,"Good afternoon, Can you tell me howw to top up on my card? thanks",28-3-2022,topping_up_by_card,en,card
1559,"Good morning, I deposited money in the form of a cheque, but my balance has not increased. Thanks",9-1-2022,balance_not_updated_after_cheque_or_cash_deposit,en,cash
1560,"Good afternoon, I think my card has been compromised in some way. Kind Regards",4-10-2022,compromised_card,en,card
1561,"good evening, I have onee other credit card from the US. Do you take it? Best Regards",4-10-2022,supported_cards_and_currencies,en,card
1562,"hello, What's thee exchange fee? Kind Regards",19-4-2022,exchange_charge,en,others
1563,"Hello, When will my payment goo through? thanks",3-3-2022,pending_card_payment,en,card
1564,"good morning, Why did you givee me so little currency? best Regards",28-12-2022,wrong_exchange_rate_for_cash_withdrawal,en,cash
1565,"Hi, Whyy is verifaction required for my Identity? thanks",9-6-2022,why_verify_identity,en,others
1566,"hi, Will you tell me how I am supposed to use the disposable cards? kind Regards",22-10-2022,get_disposable_virtual_card,en,card
1567,"good morning, Where can I findd your exchange rates? Thanks",6-9-2022,exchange_rate,en,others
1568,"Hi, iss there a fee for swift transfer kind Regards",27-3-2022,top_up_by_bank_transfer_charge,en,transfer
1569,"Good morning, I purchased this item and would like a refund Kind Regards",4-6-2022,request_refund,en,others
1570,"hello, My account is depleted. Can I transfer funds from another bank? thanks",29-12-2022,transfer_into_account,en,transfer
1571,"Hello, I tried to use my card today in the restaurant but it didn't work and just got declined. What's wrong? Kind Regards",9-10-2022,card_not_working,en,card
1572,"Good afternoon, IIf II was travelling abroad, would II be able to hold currencies in euros? kind Regards",21-5-2022,fiat_currency_support,en,others
1573,"hello, Whyy is this payment pending? best Regards",2-3-2022,pending_card_payment,en,card
1574,"Hi, I did a cash deposit to my account, but I am nott seeing it on my statement. kind Regards",6-5-2022,balance_not_updated_after_cheque_or_cash_deposit,en,cash
1575,"Good morning, Why does it cost moree to pay with my card? kind Regards",9-12-2022,card_payment_fee_charged,en,card
1576,"hello, Howw can I exchange to EUR? Kind Regards",20-12-2022,fiat_currency_support,en,others
1577,"Hello, If I get another card, what kind of fees am I looking at? kind Regards",7-5-2022,getting_spare_card,en,card
1578,"Good morning, Why cann I not choose the card i want? thanks",8-1-2022,visa_or_mastercard,en,card
1579,"hello, Today I used my card at a restaurant and it was declined. Why? Best Regards",18-3-2022,card_not_working,en,card
1580,"hello, I don't think I made this transaction on my statement Kind Regards",4-3-2022,card_payment_not_recognised,en,card
1581,"good afternoon, How do I findd my new pin? Thanks",11-9-2022,get_physical_card,en,card
1582,"good evening, How to activatee Google Pay for top up? thanks",23-11-2022,apple_pay_or_google_pay,en,others
1583,"Hello, How fast are transfers from Europe? Kind Regards",14-4-2022,transfer_timing,en,transfer
1584,"Good morning, Why would there be an extra charge on my app? kind Regards",12-4-2022,extra_charge_on_statement,en,others
1585,"Good evening, When will my balance reflect a deposit? Kind Regards",21-5-2022,balance_not_updated_after_cheque_or_cash_deposit,en,cash
1586,"good afternoon, Money transfer help? How long? kind Regards",18-9-2022,transfer_timing,en,transfer
1587,"good morning, How come theree is a duplicate charge on my card? best Regards",29-1-2022,transaction_charged_twice,en,others
1588,"good evening, I have double-checked all of my recipient detailss but for some reason all of my transfers keep getting declined. I have no clue as to why. thanks",5-6-2022,declined_transfer,en,transfer
1589,"Good morning, I'm still waiting for myy top-up to go through Thanks",7-7-2022,pending_top_up,en,others
1590,"Hello, i don't see the top-up verification code anywhere Best Regards",19-5-2022,verify_top_up,en,others
1591,"Boas, Há um número de rastreamento disponível para o cartão que acabou de ser enviado? Melhores cumprimentos",11-10-2022,card_payment_wrong_exchange_rate,pt,card
1592,"hi, My statement is showing I was Charged a dollar and I am not sure why. Best Regards",16-12-2022,extra_charge_on_statement,en,others
1593,"Good evening, left my phonee at hotel, cant use app Thanks",30-4-2022,lost_or_stolen_phone,en,security
1594,"hello, How much time do transfers typically take? I sent money too a friend who needs it urgently. It's been hours and has not gone through. thanks",21-8-2022,transfer_not_received_by_recipient,en,transfer
1595,"Good evening, Why am I getting charged more for using my card? best Regards",17-5-2022,card_payment_fee_charged,en,card
1596,"Good afternoon, How long does it take transfers from Europe to completee? best Regards",8-4-2022,transfer_timing,en,transfer
1597,"hello, How can I exchange currencies in the app? kind Regards",24-8-2022,exchange_via_app,en,others
1598,"Good evening, How do your exchange rates factor in? Best Regards",6-7-2022,exchange_rate,en,others
1599,"hi, My transfer was declined. What might the reason be? best Regards",2-7-2022,declined_transfer,en,transfer
1600,"good afternoon, Why didn't my transfer get to the recipient? best Regards",24-6-2022,transfer_not_received_by_recipient,en,transfer
1601,"hello, Whatt different currencies can I get? best Regards",11-4-2022,exchange_via_app,en,others
1602,"Hi, Can I return an itemm? best Regards",18-9-2022,request_refund,en,others
1603,"hi, Why was I charged for payments? You didn't warn me about additional fees. Best Regards",28-7-2022,card_payment_fee_charged,en,card
1604,"Good morning, This morning I wanted to make a withdrawal before work, but my card was declined! Please double check it for me as this is the first time it was declined. kind Regards",27-5-2022,declined_cash_withdrawal,en,cash
1605,"hello, There is aa traansaaction showing up severaal times. Kind Regards",28-10-2022,transaction_charged_twice,en,others
1606,"hi, Do you take both Visa and Mastercard? kind Regards",30-3-2022,visa_or_mastercard,en,card
1607,"Hi, I'm travelling abroad but I've run into a situation where I need to change my PIN immediately. Can I do this from here? best Regards",3-5-2022,change_pin,en,security
1608,"hello, Can you let me know wheree my refund money is? I requested a refund a few days back, but it's not showing up yet.  Do you guys have the money yet? Maybe it's just not in my account.  Let me know when it will become available, please. best Regards",18-1-2022,Refund_not_showing_up,en,others
1609,"Hello, there is money in my account that i didnt put there Kind Regards",20-8-2022,cash_withdrawal_not_recognised,en,cash
1610,"good afternoon, What are the stepss I need to do if I have a stolen card? best Regards",18-9-2022,lost_or_stolen_card,en,card
1611,"hi, Why hasn't my money transfer showed up yet? Kind Regards",18-1-2022,balance_not_updated_after_bank_transfer,en,transfer
1612,"Good morning, Help me.  The passcode doesn't work. thanks",12-1-2022,passcode_forgotten,en,security
1613,"Hello, How do i authenticate a top-up card? Kind Regards",9-5-2022,verify_top_up,en,others
1614,"good evening, How maany traansaactions caan I do with aa disposaable caard? kind Regards",15-1-2022,disposable_card_limits,en,card
1615,"hi, It seems you keep declining my transfers. Before, it's always worked very well.Just now when I tried to buy something the cardd was declined. I tried more than once and it was the same thing each time. Kind Regards",28-4-2022,declined_transfer,en,transfer
1616,"good morning, I tried to make a transfer but it failed. will you tell me why? Best Regards",28-4-2022,failed_transfer,en,transfer
1617,"hi, how doo I ask for a physical card? best Regards",17-6-2022,order_physical_card,en,card
1618,"good evening, What is the price for a physical card? best Regards",5-7-2022,order_physical_card,en,card
1619,"good morning, your company is awful, i would like to delete my account please thanks",30-11-2022,terminate_account,en,security
1620,"good afternoon, I tried the wrong PIN too manyy times. Kind Regards",19-6-2022,pin_blocked,en,security
1621,"good afternoon, I would like to close my account, as I'm not happy. kind Regards",10-9-2022,terminate_account,en,security
1622,"good morning, There iis a payment wiith my card whiich ii defiiniitely diid not do. Thanks",27-4-2022,card_payment_not_recognised,en,card
1623,"Good afternoon, why wont my american express work to add moneyy thanks",4-7-2022,supported_cards_and_currencies,en,card
